group_key,priority,group_size,jp_type,rep_section,rep_index,rep_id_hex,rep_slot,ja,ja_tpl,ja_clean,locks,kr_tpl
にとか気安く言ったが、 手加減なんてしている余裕無いぞ。,108,1,normal,14,12,01765A50,text3,"\x9Aにとか気安く言ったが、
手加減なんてしている余裕無いぞ。","{{L000}}にとか気安く言ったが、
手加減なんてしている余裕無いぞ。","にとか気安く言ったが、
手加減なんてしている余裕無いぞ。","[""\\x9A""]","{{L000}}にとか気安く言ったが、
手加減なんてしている余裕無いぞ。"
というならまた同じような手合いがやってくるかもしれません,108,1,normal,16,94,9EB011F8,text3,\x82\x8Bというならまた同じような手合いがやってくるかもしれません,{{L000}}{{L001}}というならまた同じような手合いがやってくるかもしれません,というならまた同じような手合いがやってくるかもしれません,"[""\\x82"", ""\\x8B""]",{{L000}}{{L001}}というならまた同じような手合いがやってくるかもしれません
かが>うだけだからな。 くれぐれも声を出したりするなよ。,108,1,normal,18,37,29CDC902,text3,かが>うだけだからな。　くれぐれも声を出したりするなよ。,かが>うだけだからな。　くれぐれも声を出したりするなよ。,かが>うだけだからな。　くれぐれも声を出したりするなよ。,[],かが>うだけだからな。　くれぐれも声を出したりするなよ。
だった。 やはり、あの怪我で戦うのは無理があったのか……,108,1,normal,18,130,60C462F4,text3,だった。　やはり、あの怪我で戦うのは無理があったのか……,だった。　やはり、あの怪我で戦うのは無理があったのか……,だった。　やはり、あの怪我で戦うのは無理があったのか……,[],だった。　やはり、あの怪我で戦うのは無理があったのか……
が甲羅の様に硬そうじゃなかったか？,107,3,normal,0,62,6B8424D0,text4,\x83\xB4が甲羅の様に硬そうじゃなかったか？,{{L000}}{{L001}}が甲羅の様に硬そうじゃなかったか？,が甲羅の様に硬そうじゃなかったか？,"[""\\x83"", ""\\xB4""]",{{L000}}{{L001}}が甲羅の様に硬そうじゃなかったか？
変化といい、驚かすにも程があるぞ。,107,3,normal,13,22,F88F24EC,text4,\x81\xAE変化といい、驚かすにも程があるぞ。,{{L000}}{{L001}}変化といい、驚かすにも程があるぞ。,変化といい、驚かすにも程があるぞ。,"[""\\x81"", ""\\xAE""]",{{L000}}{{L001}}変化といい、驚かすにも程があるぞ。
ったら、こっちまで巻き込まれるかな,107,3,normal,13,30,73BACF17,text4,\xBD\xBFったら、こっちまで巻き込まれるかな,{{L000}}{{L001}}ったら、こっちまで巻き込まれるかな,ったら、こっちまで巻き込まれるかな,"[""\\xBD"", ""\\xBF""]",{{L000}}{{L001}}ったら、こっちまで巻き込まれるかな
は不死だ、無理に倒そうとは思うな！,107,3,normal,13,42,E1D9DD0C,text4,\xAD\x89は不死だ、無理に倒そうとは思うな！,{{L000}}{{L001}}は不死だ、無理に倒そうとは思うな！,は不死だ、無理に倒そうとは思うな！,"[""\\xAD"", ""\\x89""]",{{L000}}{{L001}}は不死だ、無理に倒そうとは思うな！
が無いじゃない,107,3,normal,13,62,62DC0128,text3,が無いじゃない,が無いじゃない,が無いじゃない,[],が無いじゃない
だからこそも追い払ってたんだから。,107,3,normal,13,77,183EB4CD,text4,"\x80\x82
だからこそ<何時:いつ>も追い払ってたんだから。","{{L000}}{{L001}}
だからこそ{{L002}}も追い払ってたんだから。","
だからこそも追い払ってたんだから。","[""\\x80"", ""\\x82"", ""<何時:いつ>""]","{{L000}}{{L001}}
だからこそ{{L002}}も追い払ってたんだから。"
ハク殿は、一蓮托生の仲でおじゃるよ,107,2,normal,2,15,D21C301B,text3,\xA8ハク殿は、一蓮托生の仲でおじゃるよ,{{L000}}ハク殿は、一蓮托生の仲でおじゃるよ,ハク殿は、一蓮托生の仲でおじゃるよ,"[""\\xA8""]",{{L000}}ハク殿は、一蓮托生の仲でおじゃるよ
らに……衝撃の事実が明らかとなる。,107,2,normal,2,83,16472165,text3,\x81\x95らに……衝撃の事実が明らかとなる。,{{L000}}{{L001}}らに……衝撃の事実が明らかとなる。,らに……衝撃の事実が明らかとなる。,"[""\\x81"", ""\\x95""]",{{L000}}{{L001}}らに……衝撃の事実が明らかとなる。
、そう微笑むと手を差し出してくる。,107,2,normal,6,44,65D9B58A,text3,\xAF、そう微笑むと手を差し出してくる。,{{L000}}、そう微笑むと手を差し出してくる。,、そう微笑むと手を差し出してくる。,"[""\\xAF""]",{{L000}}、そう微笑むと手を差し出してくる。
らえた奴らを、直接に引き渡せばいい,107,2,normal,8,24,F1E7C99D,text3,\x95らえた奴らを、直接<検非違使:けびいし>に引き渡せばいい,{{L000}}らえた奴らを、直接{{L001}}に引き渡せばいい,らえた奴らを、直接に引き渡せばいい,"[""\\x95"", ""<検非違使:けびいし>""]",{{L000}}らえた奴らを、直接{{L001}}に引き渡せばいい
んと一緒にオシュトルを護ってあげて,107,2,normal,17,51,F8B416C4,text3,\x81\x95んと一緒にオシュトルを護ってあげて,{{L000}}{{L001}}んと一緒にオシュトルを護ってあげて,んと一緒にオシュトルを護ってあげて,"[""\\x81"", ""\\x95""]",{{L000}}{{L001}}んと一緒にオシュトルを護ってあげて
かそのような物まで賜っていたとはな,107,2,normal,17,223,D4C37565,text3,\x95かそのような物まで賜っていたとはな,{{L000}}かそのような物まで賜っていたとはな,かそのような物まで賜っていたとはな,"[""\\x95""]",{{L000}}かそのような物まで賜っていたとはな
、八柱将のたる聖上からった金印だ。,107,2,normal,17,263,52174B99,text3,\xA0、八柱将の<証:あかし>たる聖上から<賜:たまわ>った金印だ。,{{L000}}、八柱将の{{L001}}たる聖上から{{L002}}った金印だ。,、八柱将のたる聖上からった金印だ。,"[""\\xA0"", ""<証:あかし>"", ""<賜:たまわ>""]",{{L000}}、八柱将の{{L001}}たる聖上から{{L002}}った金印だ。
ハ止メヲ刺スコトナク立チ去ッタ……,107,2,normal,18,51,1F61A618,text3,\x81<汝:うぬ>ハ止メヲ刺スコトナク立チ去ッタ……,{{L000}}{{L001}}ハ止メヲ刺スコトナク立チ去ッタ……,ハ止メヲ刺スコトナク立チ去ッタ……,"[""\\x81"", ""<汝:うぬ>""]",{{L000}}{{L001}}ハ止メヲ刺スコトナク立チ去ッタ……
口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて,107,1,normal,0,138,59FF887E,text3,\xA0\xB4口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて,{{L000}}{{L001}}口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて,口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて,"[""\\xA0"", ""\\xB4""]",{{L000}}{{L001}}口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて
おじゃるか！？ マロ達、死なないですむでおじゃるか！？,107,1,normal,1,28,6D85220C,text3,"\x81\xA7おじゃるか！？
マロ達、死なないですむでおじゃるか！？","{{L000}}{{L001}}おじゃるか！？
マロ達、死なないですむでおじゃるか！？","おじゃるか！？
マロ達、死なないですむでおじゃるか！？","[""\\x81"", ""\\xA7""]","{{L000}}{{L001}}おじゃるか！？
マロ達、死なないですむでおじゃるか！？"
して、 歌って踊りながら練り歩けって言われても困るが。,107,1,normal,3,42,F832CA5E,text3,"\x92して、
歌って踊りながら練り歩けって言われても困るが。","{{L000}}して、
歌って踊りながら練り歩けって言われても困るが。","して、
歌って踊りながら練り歩けって言われても困るが。","[""\\x92""]","{{L000}}して、
歌って踊りながら練り歩けって言われても困るが。"
さまではないのです。 さまとお慕いしている方なのです。,107,1,normal,3,92,3F983D0F,text3,"さまではないのです。
<姉:あね>さまとお慕いしている方なのです。","さまではないのです。
{{L000}}さまとお慕いしている方なのです。","さまではないのです。
さまとお慕いしている方なのです。","[""<姉:あね>""]","さまではないのです。
{{L000}}さまとお慕いしている方なのです。"
:わたくし>達の……まとめ役、ということになるのかな。,107,1,normal,3,121,5C429510,text3,\xA7\x81:わたくし>達の……まとめ役、ということになるのかな。,{{L000}}{{L001}}:わたくし>達の……まとめ役、ということになるのかな。,:わたくし>達の……まとめ役、ということになるのかな。,"[""\\xA7"", ""\\x81""]",{{L000}}{{L001}}:わたくし>達の……まとめ役、ということになるのかな。
為には、お前自身の手でモズヌを捕らえたという証が必要だ,107,1,normal,8,18,224229B2,text3,為には、お前自身の手でモズヌを捕らえたという証が必要だ,為には、お前自身の手でモズヌを捕らえたという証が必要だ,為には、お前自身の手でモズヌを捕らえたという証が必要だ,[],為には、お前自身の手でモズヌを捕らえたという証が必要だ
で止めない残虐さで、 一部に根強い人気があるんだが……,107,1,normal,9,34,5CA5D69C,text3,"で止めない残虐さで、
一部に根強い人気があるんだが……","で止めない残虐さで、
一部に根強い人気があるんだが……","で止めない残虐さで、
一部に根強い人気があるんだが……",[],"で止めない残虐さで、
一部に根強い人気があるんだが……"
刻にとらえないでくれよ。 そんな感じがするって程度だ。,107,1,normal,9,92,CA2372F4,text3,"刻にとらえないでくれよ。
そんな感じがするって程度だ。","刻にとらえないでくれよ。
そんな感じがするって程度だ。","刻にとらえないでくれよ。
そんな感じがするって程度だ。",[],"刻にとらえないでくれよ。
そんな感じがするって程度だ。"
撃した。 中身の油が飛び散り、全身に火がまわっていく。,107,1,normal,9,235,819DD179,text3,"\x9B\xB4撃した。
中身の油が飛び散り、全身に火がまわっていく。","{{L000}}{{L001}}撃した。
中身の油が飛び散り、全身に火がまわっていく。","撃した。
中身の油が飛び散り、全身に火がまわっていく。","[""\\x9B"", ""\\xB4""]","{{L000}}{{L001}}撃した。
中身の油が飛び散り、全身に火がまわっていく。"
