group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl,kr_tpl_encoded,kr_detok_from_cat,kr_detok_from_cat_encoded,has_kr
初仕事の相手がコイツらとは…… 幸先が良いのか悪いのか……,69,1,normal,54092,54178,"初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……","初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……","初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……",[],"첫임무　상대가　이놈들이라니……
길조인지　흉조인지……","勲宇異　姐域安　挨雇塊挨悪依……
肝河迂移　伍河迂移……","첫임무　상대가　이놈들이라니……
길조인지　흉조인지……","勲宇異　姐域安　挨雇塊挨悪依……
肝河迂移　伍河迂移……",1
そろそろ飽きてきたぇ… おにーさん達、すこし覚悟してやぁ？,69,1,normal,56077,56163,"そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？","そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？","そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？",[],"슬슬　질렸다…
오빠들,　좀　각오하는　게　좋을걸?","銀銀　記室愛…
遺駆塊,　死　回遺圧位　映　窟逢嫌?","슬슬　질렸다…
오빠들,　좀　각오하는　게　좋을걸?","銀銀　記室愛…
遺駆塊,　死　回遺圧位　映　窟逢嫌?",1
フッ……どうだ、今の技は？ なかなかいい女っぷりだったろ？,69,1,normal,59685,59771,"フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？","フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？","フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？",[],"후……　어때,　방금　기술은?
꽤　괜찮은　여자였지?","環……　羽還,　殴崖　握界宴?
承　此頃宴　各一刻移?","후……　어때,　방금　기술은?
꽤　괜찮은　여자였지?","環……　羽還,　殴崖　握界宴?
承　此頃宴　各一刻移?",1
……う、うるせェ！ 散々騙しやがって！ このデカチチ女！！,69,1,normal,61071,61157,"……う、うるせェ！
散々騙しやがって！　このデカチチ女！！","……う、うるせェ！
散々騙しやがって！　このデカチチ女！！","……う、うるせェ！
散々騙しやがって！　このデカチチ女！！",[],"……시,　시끄러워!
실컷　속여　놓고!　이　왕가슴!!","……畏,　畏言暗技!
含治　介各　再渦!　挨　順安連!!","……시,　시끄러워!
실컷　속여　놓고!　이　왕가슴!!","……畏,　畏言暗技!
含治　介各　再渦!　挨　順安連!!",1
えぇい！ うるさいにゃも！！ そんなのわかってるにゃも！！,69,1,normal,64337,64423,"えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！","えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！","えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！",[],"에잇!　시끄럽다냐모!!
그　정도는　알고　있다냐모!!","綾昆!　畏言讃愛主逸!!
加　右雨位　掬渦　英愛主逸!!","에잇!　시끄럽다냐모!!
그　정도는　알고　있다냐모!!","綾昆!　畏言讃愛主逸!!
加　右雨位　掬渦　英愛主逸!!",1
はぁ……！ はぁ……！ くそ……なんだ、この頭痛は……！？,69,1,normal,81456,81542,"はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？","はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？","はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？",[],"하아……!　하아……!

젠장……　　이　두통은……!?","圧違……!　圧違……!

搾壱……　　挨　箇掛宴……!?","하아……!　하아……!

젠장……　　이　두통은……!?","圧違……!　圧違……!

搾壱……　　挨　箇掛宴……!?",1
詮索は後だ。 今はこのデカブツを倒すことに集中しないと……,69,1,normal,81835,81921,"詮索は後だ。
今はこのデカブツを倒すことに集中しないと……","詮索は後だ。
今はこのデカブツを倒すことに集中しないと……","詮索は後だ。
今はこのデカブツを倒すことに集中しないと……",[],"캐묻는　건　나중이다.
지금은　이　괴물을　쓰러뜨려야……","空腐位　虐　詠塩挨愛.
移崖宴　挨　泣忌逢　飴暗囲闇因……","캐묻는　건　나중이다.
지금은　이　괴물을　쓰러뜨려야……","空腐位　虐　詠塩挨愛.
移崖宴　挨　泣忌逢　飴暗囲闇因……",1
見事な守りです。 で、あるからこそ攻めの戦に慣れていない。,69,1,normal,94739,94825,"見事な守りです。
で、あるからこそ攻めの戦に慣れていない。","見事な守りです。
で、あるからこそ攻めの戦に慣れていない。","見事な守りです。
で、あるからこそ攻めの戦に慣れていない。",[],"훌륭한　방어입니다.
그래서인지　공격에는　미숙하군요.","取番易　殴羽迦依愛.
加吃溢迂移　引案綾位　影継圧改俄.","훌륭한　방어입니다.
그래서인지　공격에는　미숙하군요.","取番易　殴羽迦依愛.
加吃溢迂移　引案綾位　影継圧改俄.",1
それはそうだが、 直ぐにどうにかできる相手じゃないぞ……！,69,1,normal,106413,106499,"それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！","それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！","それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！",[],"그렇지만,
당장　어떻게　할　수　있는　상대가　아냐……!","加紹移菓,
義壱　羽諸映　横　衣　英位　姐域安　違主……!","그렇지만,
당장　어떻게　할　수　있는　상대가　아냐……!","加紹移菓,
義壱　羽諸映　横　衣　英位　姐域安　違主……!",1
僕が動きを止めますので、 姉上はヤツの目を狙ってください。,69,1,normal,109492,109578,"僕が動きを止めますので、
姉上はヤツの目を狙ってください。","僕が動きを止めますので、
姉上はヤツの目を狙ってください。","僕が動きを止めますので、
姉上はヤツの目を狙ってください。",[],"제가　움직임을　멈출　테니,
언니는　눈을　노려　주세요.","応安　弓揮宇逢　兼叶　起依,
経依位　欠逢　益闇　遠禍俄.","제가　움직임을　멈출　테니,
언니는　눈을　노려　주세요.","応安　弓揮宇逢　兼叶　起依,
経依位　欠逢　益闇　遠禍俄.",1
おう！ キウル！ アンちゃんのところでしっかりやってるか？,69,1,normal,305831,305917,"おう！　キウル！
アンちゃんのところでしっかりやってるか？","おう！　キウル！
アンちゃんのところでしっかりやってるか？","おう！　キウル！
アンちゃんのところでしっかりやってるか？",[],"오!　키우루!
형씨　밑에서　잘하고　있냐?","遺!　沿員餌!
央商　併綾溢　誇圧渦　英主?","오!　키우루!
형씨　밑에서　잘하고　있냐?","遺!　沿員餌!
央商　併綾溢　誇圧渦　英主?",1
貴様、この俺を本気にさせるとは…… 死ぬ覚悟は出来たか！！,69,1,normal,308197,308283,"貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！","貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！","貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！",[],"나를　진심으로　만들다니…….
죽을　각오는　되었나!!","詠扱　円噛園偉　菓塊愛依…….
恨逢　回遺位　憶覚詠!!","나를　진심으로　만들다니…….
죽을　각오는　되었나!!","詠扱　円噛園偉　菓塊愛依…….
恨逢　回遺位　憶覚詠!!",1
罠まであともう少しだ……！ それまで逃げ切らないと……！,68,1,normal,47469,47552,"罠まであともう少しだ……！
それまで逃げ切らないと……！","罠まであともう少しだ……！
それまで逃げ切らないと……！","罠まであともう少しだ……！
それまで逃げ切らないと……！",[],"함정까지　조금　더……!

어떻게든　따돌려야……!","基右垣移　河崖　球……!

羽諸映管　胸獲闇因……!","함정까지　조금　더……!

어떻게든　따돌려야……!","基右垣移　河崖　球……!

羽諸映管　胸獲闇因……!",1
ま、待って下さい…… このコ、本当にいい子なんです……！,68,1,normal,53018,53101,"ま、待って下さい……
このコ、本当にいい子なんです……！","ま、待って下さい……
このコ、本当にいい子なんです……！","ま、待って下さい……
このコ、本当にいい子なんです……！",[],"잠깐만요……

이　아이,　정말　착한　아이예요……!","袈獣菓俄……

挨　違挨,　右訓　豪易　違挨距俄……!","잠깐만요……

이　아이,　정말　착한　아이예요……!","袈獣菓俄……

挨　違挨,　右訓　豪易　違挨距俄……!",1
乙女の恋路の邪魔はさせない！ それがいい女というものだ！,68,1,normal,55635,55718,"乙女の恋路の邪魔はさせない！
それがいい女というものだ！","乙女の恋路の邪魔はさせない！
それがいい女というものだ！","乙女の恋路の邪魔はさせない！
それがいい女というものだ！",[],"사랑을　방해하게　두지　않아!
그게　좋은　여자지!","為郷逢　殴井圧映　箇移　慣違!
加映　窟宴　各一移!","사랑을　방해하게　두지　않아!
그게　좋은　여자지!","為郷逢　殴井圧映　箇移　慣違!
加映　窟宴　各一移!",1
（そして、中の財宝で 薔薇色の人生が俺を……グフフ……）,68,1,normal,59346,59432,"（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）","（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）","（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）",[],"(그리고　그　안의　보물로
장밋빛　인생이……　흐흐흐……)","(加以渦　加　貫哀　永忌偉
壱文屈　迂絵挨……　指指指……)","(그리고　그　안의　보물로
장밋빛　인생이……　흐흐흐……)","(加以渦　加　貫哀　永忌偉
壱文屈　迂絵挨……　指指指……)",1
モズヌ、お前は良い男にはなれない。 やはり駄目駄目だな。,68,1,normal,60847,60930,"モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。","モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。","モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。",[],"모즈누,　너는　좋은　남자가　될　수　없다.
글러먹었군.","逸運援,　稀位　窟宴　窮一安　晒　衣　緩愛.
顧暗傘覚改.","모즈누,　너는　좋은　남자가　될　수　없다.
글러먹었군.","逸運援,　稀位　窟宴　窮一安　晒　衣　緩愛.
顧暗傘覚改.",1
彼らを捕らえた後…… ハクさんは、もう一仕事ありますね。,68,1,normal,62375,62458,"彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。","彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。","彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。",[],"그들을　붙잡고……
하쿠　씨는,　일이　하나　더　있네요.","加塊逢　険怯渦……
圧音　商位,　泳挨　圧詠　球　英拐俄.","그들을　붙잡고……
하쿠　씨는,　일이　하나　더　있네요.","加塊逢　険怯渦……
圧音　商位,　泳挨　圧詠　球　英拐俄.",1
